2,0,12,1,2,"."
2,1,12,2,2,".."
2,2,20,10,11,"lost+found"
2,3,12,2,12,"C1"
2,4,12,2,13,"C2"
2,5,12,2,14,"C3"
2,6,12,2,15,"C4"
2,7,12,2,16,"C5"
2,8,12,2,17,"C6"
2,9,12,2,18,"C7"
2,10,12,2,19,"C8"
2,11,12,2,20,"C9"
2,12,12,3,21,"C10"
2,13,12,3,22,"C11"
2,14,12,3,23,"C12"
2,15,12,3,24,"C13"
2,16,12,3,25,"C14"
2,17,12,3,26,"C15"
2,18,12,3,27,"C16"
2,19,12,3,28,"C17"
2,20,12,3,29,"C18"
2,21,12,3,30,"C19"
2,22,12,2,1713,"D1"
2,23,20,10,31,"large_file"
2,24,40,29,32," *#!_ 9-u
13@@7`~	~0a.2*&>?<,"
2,25,20,10,33,"spars_file"
2,26,24,15,1716,"large_directory"
2,27,12,3,13,"C20"
2,28,12,3,13,"C21"
2,29,12,3,13,"C22"
2,30,12,3,14,"C23"
2,31,12,3,14,"C24"
2,32,576,3,14,"C25"
11,0,12,1,11,"."
11,1,1012,2,2,".."
1713,0,12,1,1713,"."
1713,1,12,2,2,".."
1713,2,1000,2,1714,"D2"
1714,0,12,1,1713,"."
1714,1,12,2,1715,".."
1714,2,1000,2,1715,"D3"
1715,0,12,1,1715,"."
1715,1,1012,2,1714,".."
1716,0,12,1,1716,"."
1716,1,1012,2,2,".."
1716,3,16,7,1874,"file158"
1716,4,16,7,1881,"file165"
1716,5,16,7,1890,"file174"
1716,6,16,7,1901,"file185"
1716,7,16,7,1911,"file195"
1716,8,16,7,1942,"file226"
1716,9,16,7,1952,"file236"
1716,10,16,7,1961,"file245"
1716,11,16,7,1975,"file259"
1716,12,16,7,1980,"file264"
1716,13,16,7,1994,"file278"
1716,14,16,7,1999,"file283"
1716,15,16,7,2009,"file293"
1716,16,16,7,2011,"file295"
1716,17,512,7,2012,"file296"
1716,19,16,7,1868,"file152"
1716,20,16,7,1873,"file157"
1716,21,16,7,1879,"file163"
1716,22,16,7,1880,"file164"
1716,23,16,7,1894,"file178"
1716,24,16,7,1924,"file208"
1716,25,16,7,1927,"file211"
1716,26,16,7,1932,"file216"
1716,27,16,7,1936,"file220"
1716,28,16,7,1939,"file223"
1716,29,16,7,1940,"file224"
1716,30,16,7,1951,"file235"
1716,31,16,7,1955,"file239"
1716,32,16,7,1963,"file247"
1716,33,16,7,1966,"file250"
1716,34,16,7,1967,"file251"
1716,35,16,7,1969,"file253"
1716,36,16,7,1985,"file269"
1716,37,16,7,1986,"file270"
1716,38,16,7,1987,"file271"
1716,39,16,7,1995,"file279"
1716,40,16,7,1997,"file281"
1716,41,368,7,2006,"file290"
1716,43,16,7,1871,"file155"
1716,44,16,7,1876,"file160"
1716,45,16,7,1886,"file170"
1716,46,16,7,1895,"file179"
1716,47,16,7,1899,"file183"
1716,48,16,7,1904,"file188"
1716,49,16,7,1905,"file189"
1716,50,16,7,1906,"file190"
1716,51,16,7,1921,"file205"
1716,52,16,7,1926,"file210"
1716,53,16,7,1937,"file221"
1716,54,16,7,1945,"file229"
1716,55,16,7,1946,"file230"
1716,56,16,7,1950,"file234"
1716,57,16,7,1959,"file243"
1716,58,16,7,1960,"file244"
1716,59,16,7,1964,"file248"
1716,60,16,7,1971,"file255"
1716,61,16,7,1972,"file256"
1716,62,16,7,1979,"file263"
1716,63,16,7,1983,"file267"
1716,64,16,7,2003,"file287"
1716,65,16,7,2004,"file288"
1716,66,16,7,2007,"file291"
1716,67,320,7,2008,"file292"
1716,69,16,7,1866,"file150"
1716,70,16,7,1869,"file153"
1716,71,16,7,1885,"file169"
1716,72,16,7,1907,"file191"
1716,73,16,7,1910,"file194"
1716,74,16,7,1915,"file199"
1716,75,16,7,1930,"file214"
1716,76,16,7,1938,"file222"
1716,77,16,7,1941,"file225"
1716,78,16,7,1944,"file228"
1716,79,16,7,1947,"file231"
1716,80,16,7,1973,"file257"
1716,81,16,7,1977,"file261"
1716,82,16,7,1988,"file272"
1716,83,16,7,1993,"file277"
1716,84,16,7,2000,"file284"
1716,85,448,7,2013,"file297"
1716,87,64,7,1887,"file171"
1716,88,32,7,1923,"file207"
1716,89,64,7,1920,"file204"
1716,90,48,7,1916,"file200"
1716,91,16,7,1922,"file206"
1716,92,16,7,1889,"file173"
1716,93,16,7,1928,"file212"
1716,94,48,7,1892,"file176"
1716,95,16,7,1934,"file218"
1716,96,80,7,1918,"file202"
1716,97,64,7,1900,"file184"
1716,98,16,7,1867,"file151"
1716,99,16,7,1949,"file233"
1716,100,16,7,1953,"file237"
1716,101,16,7,1957,"file241"
1716,102,16,7,1970,"file254"
1716,103,16,7,1974,"file258"
1716,104,16,7,1978,"file262"
1716,105,16,7,1989,"file273"
1716,106,16,7,1992,"file276"
1716,107,16,7,1998,"file282"
1716,108,368,7,2005,"file289"
1716,110,80,7,1908,"file192"
1716,111,16,7,1948,"file232"
1716,112,32,7,1962,"file246"
1716,113,16,7,1943,"file227"
1716,114,32,7,1912,"file196"
1716,115,16,7,1878,"file162"
1716,116,80,7,1877,"file161"
1716,117,64,7,1898,"file182"
1716,118,96,7,1958,"file242"
1716,119,16,7,1914,"file198"
1716,120,16,7,1875,"file159"
1716,121,512,7,1981,"file265"
1716,122,16,7,1933,"file217"
1716,123,16,7,1872,"file156"
1716,124,16,7,1903,"file187"
1716,125,16,7,1888,"file172"
1716,126,64,7,1929,"file213"
1716,127,32,7,1883,"file167"
1716,128,96,7,1897,"file181"
1716,129,16,7,1884,"file168"
1716,130,48,7,1956,"file240"
1716,131,32,7,1935,"file219"
1716,132,48,7,1919,"file203"
1716,133,32,7,1902,"file186"
1716,134,16,7,1968,"file252"
1716,135,16,7,1896,"file180"
1716,136,32,7,1965,"file249"
1716,137,16,7,1870,"file154"
1716,138,16,7,1984,"file268"
1716,139,496,7,2014,"file298"
1716,141,16,7,1913,"file197"
1716,142,32,7,2001,"file285"
1716,143,32,7,1909,"file193"
1716,144,16,7,1925,"file209"
1716,145,16,7,1982,"file266"
1716,146,16,7,1990,"file274"
1716,147,16,7,1991,"file275"
1716,148,32,7,1996,"file280"
1716,149,16,7,1891,"file175"
1716,150,32,7,1931,"file215"
1716,151,64,7,1882,"file166"
1716,152,16,7,1954,"file238"
1716,153,16,7,2002,"file286"
1716,154,16,7,2010,"file294"
1716,155,16,7,1976,"file260"
1716,156,48,7,1893,"file177"
1716,157,80,7,1917,"file201"
1716,158,512,7,2015,"file299"
